BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
298,STAGE,"Le. Then leaue her sir, for by the powre that made me,",0.17,0.3,0.91,0.2,R,8/10
299,STAGE,"I tell you all her wealth. For you great King,",0.07,0.3,0.91,0.2,R,9/10
300,STAGE,"I would not from your loue make such a stray,",0.07,0.3,0.91,0.2,R,9/10
301,STAGE,"To match you where I hate, therefore beseech you",0.07,0.3,0.91,0.2,R,9/10
302,STAGE,"T' auert your liking a more worthier way,",0.07,0.3,0.91,0.2,R,9/10
303,STAGE,Then on a wretch whom Nature is asham'd,0.07,0.3,0.91,0.2,R,9/10
304,STAGE,Almost t' acknowledge hers,0.07,0.3,0.91,0.2,R,9/10
305,STAGE,"Fra. This is most strange,",0.07,0.3,0.91,0.2,R,9/10
306,STAGE,"That she whom euen but now, was your obiect,",0.07,0.3,0.91,0.2,R,9/10
307,STAGE,"The argument of your praise, balme of your age,",0.07,0.3,0.91,0.2,R,9/10
308,STAGE,"The best, the deerest, should in this trice of time",0.07,0.3,0.91,0.2,R,9/10
309,STAGE,"Commit a thing so monstrous, to dismantle",0.07,0.3,0.91,0.2,R,9/10
310,STAGE,So many folds of fauour: sure her offence,0.07,0.3,0.91,0.2,R,9/10
311,STAGE,"Must be of such vnnaturall degree,",0.07,0.3,0.91,0.2,R,9/10
312,STAGE,That monsters it: Or your fore-voucht affection,0.07,0.3,0.91,0.2,R,9/10
313,STAGE,"Fall into taint, which to beleeue of her",0.07,0.3,0.91,0.2,R,9/10
314,STAGE,Must be a faith that reason without miracle,0.07,0.3,0.91,0.2,R,9/10
315,STAGE,Should neuer plant in me,0.07,0.3,0.91,0.2,R,9/10
316,STAGE,Cor. I yet beseech your Maiesty.,0.07,0.3,0.91,0.2,R,9/10
317,STAGE,"If for I want that glib and oylie Art,",0.07,0.3,0.91,0.2,R,9/10
318,STAGE,"To speake and purpose not, since what I will intend,",0.07,0.3,0.91,0.2,R,9/10
319,STAGE,"Ile do't before I speake, that you make knowne",0.07,0.3,0.91,0.2,R,9/10
320,STAGE,"It is no vicious blot, murther, or foulenesse,",0.07,0.3,0.91,0.2,R,9/10
321,STAGE,No vnchaste action or dishonoured step,0.07,0.3,0.91,0.2,R,9/10
322,STAGE,"That hath depriu'd me of your Grace and fauour,",0.08,0.3,0.91,0.2,R,9/10
323,STAGE,"But euen for want of that, for which I am richer,",0.08,0.3,0.91,0.2,R,9/10
324,STAGE,"A still soliciting eye, and such a tongue,",0.08,0.3,0.91,0.2,R,9/10
325,STAGE,"That I am glad I haue not, though not to haue it,",0.08,0.3,0.91,0.2,R,9/10
326,STAGE,Hath lost me in your liking,0.08,0.3,0.9,0.2,R,9/10
327,STAGE,Lear. Better thou had'st,0.08,0.3,0.9,0.2,R,9/10
328,STAGE,"Not beene borne, then not t'haue pleas'd me better",0.08,0.3,0.9,0.2,R,9/10
329,STAGE,"Fra. Is it but this? A tardinesse in nature,",0.08,0.5,0.9,0.2,R,9/10
330,STAGE,Which often leaues the history vnspoke,0.08,0.3,0.9,0.2,R,9/10
331,STAGE,"That it intends to do: my Lord of Burgundy,",0.08,0.3,0.9,0.2,R,9/10
332,STAGE,What say you to the Lady? Loue's not loue,0.08,0.5,0.9,0.2,R,9/10
333,STAGE,"When it is mingled with regards, that stands",0.08,0.3,0.9,0.2,R,9/10
334,STAGE,"Aloofe from th' intire point, will you haue her?",0.08,0.5,0.9,0.2,R,9/10
335,STAGE,She is herselfe a Dowrie,0.08,0.3,0.9,0.2,R,9/10
336,STAGE,"Bur. Royall King,",0.08,0.3,0.9,0.2,R,9/10
337,STAGE,"Giue but that portion which your selfe propos'd,",0.08,0.3,0.9,0.2,R,9/10
338,STAGE,"And here I take Cordelia by the hand,",0.08,0.3,0.9,0.2,R,9/10
339,STAGE,Dutchesse of Burgundie,0.08,0.3,0.9,0.2,R,9/10
340,STAGE,"Lear. Nothing, I haue sworne, I am firme",0.08,0.3,0.9,0.2,R,9/10
341,STAGE,"Bur. I am sorry then you haue so lost a Father,",0.08,0.3,0.9,0.2,R,9/10
342,STAGE,That you must loose a husband,0.08,0.3,0.9,0.2,R,9/10
343,STAGE,"Cor. Peace be with Burgundie,",0.08,0.3,0.9,0.2,R,9/10
344,STAGE,"Since that respect and Fortunes are his loue,",0.08,0.3,0.9,0.2,R,9/10
345,STAGE,I shall not be his wife,0.08,0.3,0.9,0.2,R,9/10
346,STAGE,"Fra. Fairest Cordelia, that art most rich being poore,",0.08,0.3,0.9,0.2,R,9/10
347,STAGE,"Most choise forsaken, and most lou'd despis'd,",0.08,0.3,0.9,0.2,R,9/10
348,STAGE,"Thee and thy vertues here I seize vpon,",0.08,0.3,0.9,0.2,R,9/10
349,STAGE,Be it lawfull I take vp what's cast away.,0.08,0.3,0.9,0.2,R,9/10
350,STAGE,"Gods, Gods! 'Tis strange, that from their cold'st neglect",0.08,0.45,0.9,0.2,R,9/10
351,STAGE,My Loue should kindle to enflam'd respect.,0.08,0.3,0.9,0.2,R,9/10
352,STAGE,"Thy dowrelesse Daughter King, throwne to my chance,",0.08,0.3,0.9,0.2,R,9/10
353,STAGE,"Is Queene of vs, of ours, and our faire France:",0.08,0.3,0.9,0.2,R,9/10
354,STAGE,"Not all the Dukes of watrish Burgundy,",0.08,0.3,0.9,0.2,R,9/10
355,STAGE,Can buy this vnpriz'd precious Maid of me.,0.08,0.3,0.9,0.2,R,9/10
356,STAGE,"Bid them farewell Cordelia, though vnkinde,",0.08,0.3,0.9,0.2,R,9/10
357,STAGE,Thou loosest here a better where to finde,0.08,0.3,0.9,0.2,R,9/10
358,STAGE,"Lear. Thou hast her France, let her be thine, for we",0.08,0.3,0.9,0.2,R,9/10
359,STAGE,"Haue no such Daughter, nor shall euer see",0.08,0.3,0.9,0.2,R,9/10
360,STAGE,"That face of hers againe, therfore be gone,",0.08,0.3,0.89,0.2,R,9/10
361,STAGE,"Without our Grace, our Loue, our Benizon:",0.08,0.3,0.89,0.2,R,9/10
362,STAGE,Come Noble Burgundie.,0.08,0.3,0.89,0.2,R,9/10
363,STAGE,Flourish. Exeunt.,0.08,0.3,0.89,0.2,R,9/10
364,STAGE,Fra. Bid farwell to your Sisters,0.09,0.3,0.89,0.2,R,9/10
365,STAGE,"Cor. The Iewels of our Father, with wash'd eies",0.09,0.3,0.89,0.2,R,9/10
366,STAGE,"Cordelia leaues you, I know you what you are,",0.09,0.3,0.89,0.2,R,9/10
367,STAGE,And like a Sister am most loth to call,0.09,0.3,0.89,0.2,R,9/10
368,STAGE,Your faults as they are named. Loue well our Father:,0.09,0.3,0.89,0.2,R,9/10
369,STAGE,"To your professed bosomes I commit him,",0.09,0.3,0.89,0.2,R,9/10
370,STAGE,"But yet alas, stood I within his Grace,",0.09,0.3,0.89,0.2,R,9/10
371,STAGE,"I would prefer him to a better place,",0.09,0.3,0.89,0.2,R,9/10
372,STAGE,So farewell to you both,0.09,0.3,0.89,0.2,R,9/10
373,STAGE,Regn. Prescribe not vs our dutie,0.09,0.3,0.89,0.2,R,9/10
374,STAGE,Gon. Let your study,0.09,0.3,0.89,0.2,R,9/10
375,STAGE,"Be to content your Lord, who hath receiu'd you",0.09,0.3,0.89,0.2,R,9/10
376,STAGE,"At Fortunes almes, you haue obedience scanted,",0.09,0.3,0.89,0.2,R,9/10
377,STAGE,And well are worth the want that you haue wanted,0.09,0.3,0.89,0.2,R,9/10
378,STAGE,"Cor. Time shall vnfold what plighted cunning hides,",0.09,0.3,0.89,0.2,R,9/10
379,STAGE,"Who couers faults, at last with shame derides:",0.09,0.3,0.89,0.2,R,9/10
380,STAGE,Well may you prosper,0.09,0.3,0.89,0.2,R,9/10
381,STAGE,Fra. Come my faire Cordelia.,0.09,0.3,0.89,0.2,R,9/10
382,STAGE,Exit France and Cor.,0.09,0.3,0.89,0.2,R,9/10
383,STAGE,"Gon. Sister, it is not little I haue to say,",0.09,0.3,0.89,0.2,R,9/10
384,STAGE,"Of what most neerely appertaines to vs both,",0.09,0.3,0.89,0.2,R,9/10
385,STAGE,I thinke our Father will hence to night,0.09,0.3,0.89,0.2,R,9/10
386,STAGE,"Reg. That's most certaine, and with you: next moneth with vs",0.09,0.3,0.89,0.2,R,9/10
387,STAGE,"Gon. You see how full of changes his age is, the obseruation",0.09,0.3,0.89,0.2,R,9/10
388,STAGE,we haue made of it hath beene little; he alwaies,0.19,0.3,0.89,0.2,R,8/10
389,STAGE,"lou'd our Sister most, and with what poore iudgement he",0.09,0.3,0.89,0.2,R,9/10
390,STAGE,"hath now cast her off, appeares too grossely",0.09,0.3,0.89,0.2,R,9/10
391,STAGE,"Reg. 'Tis the infirmity of his age, yet he hath euer but",0.09,0.3,0.89,0.2,R,9/10
392,STAGE,slenderly knowne himselfe,0.09,0.3,0.89,0.2,R,9/10
393,STAGE,Gon. The best and soundest of his time hath bin but,0.09,0.3,0.89,0.2,R,9/10
394,STAGE,"rash, then must we looke from his age, to receiue not alone",0.09,0.3,0.88,0.2,R,9/10
395,STAGE,"the imperfections of long ingraffed condition, but",0.09,0.3,0.88,0.2,R,9/10
396,STAGE,"therewithall the vnruly way-wardnesse, that infirme and",0.09,0.3,0.88,0.2,R,9/10
397,STAGE,cholericke yeares bring with them,0.09,0.3,0.88,0.2,R,9/10
398,STAGE,Reg. Such vnconstant starts are we like to haue from,0.09,0.3,0.88,0.2,R,9/10
399,STAGE,"him, as this of Kents banishment",0.09,0.3,0.88,0.2,R,9/10
400,STAGE,Gon. There is further complement of leaue-taking betweene,0.09,0.3,0.88,0.2,R,9/10
401,STAGE,"France and him, pray you let vs sit together, if our",0.09,0.3,0.88,0.2,R,9/10
402,STAGE,"Father carry authority with such disposition as he beares,",0.09,0.3,0.88,0.2,R,9/10
403,STAGE,this last surrender of his will but offend vs,0.09,0.3,0.88,0.2,R,9/10
404,STAGE,Reg. We shall further thinke of it,0.09,0.3,0.88,0.2,R,9/10
405,STAGE,"Gon. We must do something, and i'th' heate.",0.09,0.3,0.88,0.2,R,9/10
406,STAGE,Exeunt.,0.09,0.3,0.88,0.2,R,9/10
407,STAGE,Scena Secunda.,0.1,0.3,0.88,0.2,R,9/10
408,STAGE,Enter Bastard.,0.1,0.3,0.88,0.2,R,9/10
409,STAGE,"Bast. Thou Nature art my Goddesse, to thy Law",0.1,0.3,0.88,0.2,R,9/10
410,STAGE,"My seruices are bound, wherefore should I",0.1,0.3,0.88,0.2,R,9/10
411,STAGE,"Stand in the plague of custome, and permit",0.1,0.3,0.88,0.2,R,9/10
412,STAGE,"The curiosity of Nations, to depriue me?",0.1,0.5,0.88,0.2,R,9/10
413,STAGE,"For that I am some twelue, or fourteene Moonshines",0.1,0.3,0.88,0.2,R,9/10
414,STAGE,Lag of a Brother? Why Bastard? Wherefore base?,0.1,0.9,0.88,0.2,R,9/10
415,STAGE,"When my Dimensions are as well compact,",0.1,0.3,0.88,0.2,R,9/10
416,STAGE,"My minde as generous, and my shape as true",0.1,0.3,0.88,0.2,R,9/10
417,STAGE,As honest Madams issue? Why brand they vs,0.2,0.5,0.88,0.2,R,8/10
418,STAGE,"With Base? With basenes Bastardie? Base, Base?",0.1,0.9,0.88,0.2,R,9/10
419,STAGE,"Who in the lustie stealth of Nature, take",0.1,0.3,0.88,0.2,R,9/10
420,STAGE,"More composition, and fierce qualitie,",0.1,0.3,0.88,0.2,R,9/10
421,STAGE,Then doth within a dull stale tyred bed,0.1,0.3,0.88,0.2,R,9/10
422,STAGE,Goe to th' creating a whole tribe of Fops,0.1,0.3,0.88,0.2,R,9/10
423,STAGE,"Got 'tweene a sleepe, and wake? Well then,",0.1,0.5,0.88,0.2,R,9/10
424,STAGE,"Legitimate Edgar, I must haue your land,",0.1,0.3,0.88,0.2,R,9/10
425,STAGE,"Our Fathers loue, is to the Bastard Edmond,",0.1,0.3,0.88,0.2,R,9/10
426,STAGE,As to th' legitimate: fine word: Legitimate.,0.1,0.3,0.88,0.2,R,9/10
427,STAGE,"Well, my Legittimate, if this Letter speed,",0.1,0.3,0.88,0.2,R,9/10
428,STAGE,"And my inuention thriue, Edmond the base",0.1,0.3,0.88,0.2,R,9/10
429,STAGE,"Shall to'th' Legitimate: I grow, I prosper:",0.1,0.3,0.87,0.2,R,8/10
430,STAGE,"Now Gods, stand vp for Bastards.",0.1,0.3,0.87,0.2,R,8/10
431,STAGE,Enter Gloucester.,0.1,0.3,0.87,0.2,R,8/10
432,STAGE,Glo. Kent banish'd thus? and France in choller parted?,0.1,0.7,0.87,0.2,R,8/10
433,STAGE,"And the King gone to night? Prescrib'd his powre,",0.1,0.5,0.87,0.2,R,8/10
434,STAGE,Confin'd to exhibition? All this done,0.1,0.5,0.87,0.2,R,8/10
435,STAGE,"Vpon the gad? Edmond, how now? What newes?",0.1,0.9,0.87,0.2,R,8/10
436,STAGE,"Bast. So please your Lordship, none",0.1,0.3,0.87,0.2,R,8/10
437,STAGE,Glou. Why so earnestly seeke you to put vp y Letter?,0.1,0.5,0.87,0.2,R,8/10
438,STAGE,"Bast. I know no newes, my Lord",0.1,0.3,0.87,0.2,R,8/10
439,STAGE,Glou. What Paper were you reading?,0.1,0.5,0.87,0.2,R,8/10
440,STAGE,Bast. Nothing my Lord,0.1,0.3,0.87,0.2,R,8/10
441,STAGE,Glou. No? what needed then that terrible dispatch of,0.1,0.5,0.87,0.2,R,8/10
442,STAGE,"it into your Pocket? The quality of nothing, hath not",0.1,0.5,0.87,0.2,R,8/10
443,STAGE,"such neede to hide it selfe. Let's see: come, if it bee nothing,",0.1,0.3,0.87,0.2,R,8/10
444,STAGE,I shall not neede Spectacles,0.1,0.3,0.87,0.2,R,8/10
445,STAGE,"Bast. I beseech you Sir, pardon mee; it is a Letter",0.1,0.3,0.87,0.2,R,8/10
446,STAGE,"from my Brother, that I haue not all ore-read; and for so",0.1,0.3,0.87,0.2,R,8/10
447,STAGE,"much as I haue perus'd, I finde it not fit for your ore-looking",0.1,0.3,0.87,0.2,R,8/10
448,STAGE,"Glou. Giue me the Letter, Sir",0.1,0.3,0.87,0.2,R,8/10
449,STAGE,"Bast. I shall offend, either to detaine, or giue it:",0.1,0.3,0.87,0.2,R,8/10
450,STAGE,"The Contents, as in part I vnderstand them,",0.11,0.3,0.87,0.2,R,8/10
451,STAGE,Are too blame,0.11,0.3,0.87,0.2,R,8/10
452,STAGE,"Glou. Let's see, let's see",0.11,0.3,0.87,0.2,R,8/10
453,STAGE,"Bast. I hope for my Brothers iustification, hee wrote",0.11,0.3,0.87,0.2,R,8/10
454,STAGE,"this but as an essay, or taste of my Vertue",0.11,0.3,0.87,0.2,R,8/10
455,STAGE,"Glou. reads. This policie, and reuerence of Age, makes the",0.11,0.3,0.87,0.2,R,8/10
456,STAGE,world bitter to the best of our times: keepes our Fortunes from,0.11,0.3,0.87,0.2,R,8/10
457,STAGE,"vs, till our oldnesse cannot rellish them. I begin to finde an idle",0.11,0.3,0.87,0.2,R,8/10
458,STAGE,"and fond bondage, in the oppression of aged tyranny, who swayes",0.11,0.3,0.87,0.2,R,8/10
459,STAGE,"not as it hath power, but as it is suffer'd. Come to me, that of",0.11,0.3,0.87,0.2,R,8/10
460,STAGE,this I may speake more. If our Father would sleepe till I wak'd,0.11,0.3,0.87,0.2,R,8/10
461,STAGE,"him, you should enioy halfe his Reuennew for euer, and liue the",0.11,0.3,0.87,0.2,R,8/10
462,STAGE,beloued of your Brother. Edgar.,0.11,0.3,0.87,0.2,R,8/10
463,STAGE,"Hum? Conspiracy? Sleepe till I wake him, you should",0.11,0.7,0.86,0.2,R,8/10
464,STAGE,"enioy halfe his Reuennew: my Sonne Edgar, had hee a",0.11,0.3,0.86,0.2,R,8/10
465,STAGE,hand to write this? A heart and braine to breede it in?,0.11,0.7,0.86,0.2,R,8/10
466,STAGE,When came you to this? Who brought it?,0.11,0.7,0.86,0.2,R,8/10
467,STAGE,"Bast. It was not brought mee, my Lord; there's the",0.11,0.3,0.86,0.2,R,8/10
468,STAGE,cunning of it. I found it throwne in at the Casement of,0.11,0.3,0.86,0.2,R,8/10
469,STAGE,my Closset,0.11,0.3,0.86,0.2,R,8/10
470,STAGE,Glou. You know the character to be your Brothers?,0.11,0.5,0.86,0.2,R,8/10
471,STAGE,"Bast. If the matter were good my Lord, I durst swear",0.11,0.3,0.86,0.2,R,8/10
472,STAGE,"it were his: but in respect of that, I would faine thinke it",0.11,0.3,0.86,0.2,R,8/10
473,STAGE,were not,0.11,0.3,0.86,0.2,R,8/10
474,STAGE,Glou. It is his,0.11,0.3,0.86,0.2,R,8/10
475,STAGE,"Bast. It is his hand, my Lord: but I hope his heart is",0.11,0.3,0.86,0.2,R,8/10
476,STAGE,not in the Contents,0.11,0.3,0.86,0.2,R,8/10
477,STAGE,Glo. Has he neuer before sounded you in this busines?,0.11,0.5,0.86,0.2,R,8/10
478,STAGE,Bast. Neuer my Lord. But I haue heard him oft maintaine,0.11,0.3,0.86,0.2,R,8/10
479,STAGE,"it to be fit, that Sonnes at perfect age, and Fathers",0.11,0.3,0.86,0.2,R,8/10
480,STAGE,"declin'd, the Father should bee as Ward to the Son, and",0.11,0.3,0.86,0.2,R,8/10
481,STAGE,the Sonne manage his Reuennew,0.11,0.3,0.86,0.2,R,8/10
482,STAGE,"Glou. O Villain, villain: his very opinion in the Letter.",0.11,0.3,0.86,0.2,R,8/10
483,STAGE,"Abhorred Villaine, vnnaturall, detested, brutish",0.11,0.3,0.86,0.2,R,8/10
484,STAGE,"Villaine; worse then brutish: Go sirrah, seeke him: Ile",0.11,0.3,0.86,0.2,R,8/10
485,STAGE,"apprehend him. Abhominable Villaine, where is he?",0.11,0.5,0.86,0.2,R,8/10
486,STAGE,Bast. I do not well know my L[ord]. If it shall please you to,0.11,0.3,0.86,0.2,R,8/10
487,STAGE,"suspend your indignation against my Brother, til you can",0.11,0.3,0.86,0.2,R,8/10
488,STAGE,"deriue from him better testimony of his intent, you shold",0.11,0.3,0.86,0.2,R,8/10
489,STAGE,"run a certaine course: where, if you violently proceed against",0.11,0.3,0.86,0.2,R,8/10
490,STAGE,"him, mistaking his purpose, it would make a great",0.11,0.3,0.86,0.2,R,8/10
491,STAGE,"gap in your owne Honor, and shake in peeces, the heart of",0.11,0.3,0.86,0.2,R,8/10
492,STAGE,"his obedience. I dare pawne downe my life for him, that",0.11,0.3,0.86,0.2,R,8/10
493,STAGE,"he hath writ this to feele my affection to your Honor, &",0.12,0.3,0.86,0.2,R,8/10
494,STAGE,to no other pretence of danger,0.12,0.3,0.86,0.2,R,8/10
495,STAGE,Glou. Thinke you so?,0.12,0.5,0.86,0.2,R,8/10
496,STAGE,"Bast. If your Honor iudge it meete, I will place you",0.12,0.3,0.86,0.2,R,8/10
497,STAGE,"where you shall heare vs conferre of this, and by an Auricular",0.12,0.3,0.85,0.2,R,8/10
498,STAGE,"assurance haue your satisfaction, and that without",0.12,0.3,0.85,0.2,R,8/10
499,STAGE,"any further delay, then this very Euening",0.12,0.3,0.85,0.2,R,8/10
500,STAGE,Glou. He cannot bee such a Monster. Edmond seeke,0.12,0.3,0.85,0.2,R,8/10
501,STAGE,"him out: winde me into him, I pray you: frame the Businesse",0.12,0.3,0.85,0.2,R,8/10
502,STAGE,after your owne wisedome. I would vnstate my,0.12,0.3,0.85,0.2,R,8/10
503,STAGE,"selfe, to be in a due resolution",0.12,0.3,0.85,0.2,R,8/10
504,STAGE,"Bast. I will seeke him Sir, presently: conuey the businesse",0.12,0.3,0.85,0.2,R,8/10
505,STAGE,"as I shall find meanes, and acquaint you withall",0.12,0.3,0.85,0.2,R,8/10
506,STAGE,Glou. These late Eclipses in the Sun and Moone portend,0.12,0.3,0.85,0.2,R,8/10
507,STAGE,no good to vs: though the wisedome of Nature can,0.12,0.3,0.85,0.2,R,8/10
508,STAGE,"reason it thus, and thus, yet Nature finds it selfe scourg'd",0.12,0.3,0.85,0.2,R,8/10
509,STAGE,"by the sequent effects. Loue cooles, friendship falls off,",0.12,0.3,0.85,0.2,R,8/10
510,STAGE,"Brothers diuide. In Cities, mutinies; in Countries, discord;",0.12,0.3,0.85,0.2,R,8/10
511,STAGE,"in Pallaces, Treason; and the Bond crack'd, 'twixt",0.12,0.3,0.85,0.2,R,8/10
512,STAGE,Sonne and Father. This villaine of mine comes vnder the,0.12,0.3,0.85,0.2,R,8/10
513,STAGE,"prediction; there's Son against Father, the King fals from",0.12,0.3,0.85,0.2,R,8/10
514,STAGE,"byas of Nature, there's Father against Childe. We haue",0.12,0.3,0.85,0.2,R,8/10
515,STAGE,"seene the best of our time. Machinations, hollownesse,",0.12,0.3,0.85,0.2,R,8/10
516,STAGE,"treacherie, and all ruinous disorders follow vs disquietly",0.12,0.3,0.85,0.2,R,8/10
517,STAGE,"to our Graues. Find out this Villain, Edmond, it shall lose",0.12,0.3,0.85,0.2,R,8/10
518,STAGE,"thee nothing, do it carefully: and the Noble & true-harted",0.12,0.3,0.85,0.2,R,8/10
519,STAGE,"Kent banish'd; his offence, honesty. 'Tis strange.",0.12,0.3,0.85,0.2,R,8/10
520,STAGE,Exit,0.12,0.3,0.85,0.2,R,8/10
521,STAGE,"Bast. This is the excellent foppery of the world, that",0.12,0.3,0.85,0.2,R,8/10
522,STAGE,"when we are sicke in fortune, often the surfets of our own",0.12,0.3,0.85,0.2,R,8/10
523,STAGE,"behauiour, we make guilty of our disasters, the Sun, the",0.12,0.3,0.85,0.2,R,8/10
524,STAGE,"Moone, and Starres, as if we were villaines on necessitie,",0.12,0.3,0.85,0.2,R,8/10
525,STAGE,"Fooles by heauenly compulsion, Knaues, Theeues, and",0.12,0.3,0.85,0.2,R,8/10
526,STAGE,"Treachers by Sphericall predominance. Drunkards, Lyars,",0.12,0.3,0.85,0.2,R,8/10
527,STAGE,and Adulterers by an inforc'd obedience of Planatary,0.12,0.3,0.85,0.2,R,8/10
528,STAGE,"influence; and all that we are euill in, by a diuine thrusting",0.12,0.3,0.85,0.2,R,8/10
529,STAGE,"on. An admirable euasion of Whore-master-man,",0.12,0.3,0.85,0.2,R,8/10
530,STAGE,"to lay his Goatish disposition on the charge of a Starre,",0.12,0.3,0.85,0.2,R,8/10
531,STAGE,My father compounded with my mother vnder the Dragons,0.12,0.3,0.84,0.2,R,8/10
532,STAGE,"taile, and my Natiuity was vnder Vrsa Maior, so",0.12,0.3,0.84,0.2,R,8/10
533,STAGE,"that it followes, I am rough and Leacherous. I should",0.12,0.3,0.84,0.2,R,8/10
534,STAGE,"haue bin that I am, had the maidenlest Starre in the Firmament",0.12,0.3,0.84,0.2,R,8/10
535,STAGE,twinkled on my bastardizing.,0.12,0.3,0.84,0.2,R,8/10
536,STAGE,Enter Edgar.,0.13,0.3,0.84,0.2,R,8/10
537,STAGE,Pat: he comes like the Catastrophe of the old Comedie:,0.13,0.3,0.84,0.2,R,8/10
538,STAGE,"my Cue is villanous Melancholly, with a sighe like Tom",0.13,0.3,0.84,0.2,R,8/10
539,STAGE,o' Bedlam. - O these Eclipses do portend these diuisions.,0.13,0.3,0.84,0.2,R,8/10
540,STAGE,"Fa, Sol, La, Me",0.13,0.3,0.84,0.2,R,8/10
541,STAGE,"Edg. How now Brother Edmond, what serious contemplation",0.13,0.3,0.84,0.2,R,8/10
542,STAGE,are you in?,0.13,0.5,0.84,0.2,R,8/10
543,STAGE,Bast. I am thinking Brother of a prediction I read this,0.13,0.3,0.84,0.2,R,8/10
544,STAGE,"other day, what should follow these Eclipses",0.13,0.3,0.84,0.2,R,8/10
545,STAGE,Edg. Do you busie your selfe with that?,0.13,0.5,0.84,0.2,R,8/10
546,STAGE,"Bast. I promise you, the effects he writes of, succeede",0.13,0.3,0.84,0.2,R,8/10
547,STAGE,vnhappily.,0.13,0.3,0.84,0.2,R,8/10
548,STAGE,When saw you my Father last?,0.13,0.5,0.84,0.2,R,8/10
549,STAGE,Edg. The night gone by,0.13,0.3,0.84,0.2,R,8/10
550,STAGE,Bast. Spake you with him?,0.13,0.5,0.84,0.2,R,8/10
551,STAGE,"Edg. I, two houres together",0.13,0.3,0.84,0.2,R,8/10
552,STAGE,Bast. Parted you in good termes? Found you no displeasure,0.13,0.5,0.84,0.2,R,8/10
553,STAGE,"in him, by word, nor countenance?",0.13,0.5,0.84,0.2,R,8/10
554,STAGE,"Edg. None at all,",0.13,0.3,0.84,0.2,R,8/10
